ID,X1555137_a_at,X1559360_at,X201250_s_at,X201286_at,X201417_at,X201590_x_at,X202267_at,X202403_s_at,X202504_at,X202935_s_at,X203074_at,X203083_at,X203476_at,X203510_at,X204351_at,X204602_at,X204713_s_at,X205266_at,X205780_at,X205927_s_at,X207714_s_at,X209114_at,X209173_at,X211657_at,X211719_x_at,X212236_x_at,X212354_at,X212886_at,X212942_s_at,X216442_x_at,X217428_s_at,X219901_at,X228923_at,X228933_at,X229553_at,X232202_at,X233090_at,X235629_at,X236129_at,X33323_r_at,group
GSM388076.CEL.gz,5.722028164,4.350729856,7.001617622,5.826082024,8.540337821,12.11549324,5.284655503,11.64614194,5.051355621,2.830994619,4.996230582,8.142488388,7.524458081,6.698673136,6.429468516,4.809922721,4.827787582,5.424684666,4.904910705,5.143332763,9.160209397,6.122050104,4.895196723,4.11930143,9.152592122,6.184861109,5.626667645,7.56942007,4.266232732,9.235447961,3.540391155,6.278246558,4.270389818,5.300633912,7.818593376,3.967507227,6.360872255,4.053118891,4.450216657,5.94837342,Normal
GSM388077.CEL.gz,5.75023735,4.755976241,6.957738846,5.690254414,8.529720905,11.91976655,5.922176035,11.81611455,4.568964324,3.364792641,4.77092052,8.327149075,7.459799922,6.969471477,6.518603687,5.610841083,4.988802362,5.210142841,5.226699922,5.59398863,9.445984383,5.774050946,3.942773567,3.857528847,9.078608358,6.191294331,5.427164536,7.739783876,4.329945419,9.211997867,3.369459869,6.285120549,4.092893325,5.467316764,7.610557569,4.001123296,6.226470044,3.823522671,4.353564996,5.355300658,Normal
GSM388078.CEL.gz,4.860501522,3.452982277,6.811745969,7.158865757,7.537964362,11.11188938,6.62476058,9.265607358,5.967584274,8.914325557,6.469908026,5.882929788,6.919460096,6.858445453,4.564367432,3.892757668,5.700835378,5.952978848,6.235951387,6.920914454,7.007949887,6.968234968,6.869403877,5.387407336,7.606316602,6.910575333,4.887479297,8.302863746,3.747654882,7.83078358,3.938089243,5.277426959,5.027253769,4.482917982,5.834620516,4.972815057,5.535481527,3.328110219,5.005671613,5.686899077,Normal
GSM388079.CEL.gz,4.657288199,3.187692735,6.647454175,6.856027521,7.618427965,10.88902373,6.461323345,9.210534991,5.795253123,8.585003124,6.079857039,5.802066927,7.11740011,7.034283643,5.334297314,3.890173497,5.907914431,5.89547808,5.529022585,5.760609578,6.486818168,6.463898713,6.406967641,6.181046535,7.358474483,6.968362941,5.124298349,8.30523738,3.54427188,7.750348888,3.463013479,5.460677507,4.286890297,4.113220043,5.624316108,4.645251365,4.938461854,3.38263566,4.368096455,6.231723669,Normal
GSM388080.CEL.gz,4.886488235,3.216863442,6.948384461,7.139534112,7.801319184,11.13218796,6.256839871,8.988432081,6.246326737,8.471823352,6.761783299,6.042036261,7.211481972,6.84050446,6.318685363,4.129855616,5.94648452,5.745750354,6.587105718,8.265672223,6.893202164,6.92161999,8.499997092,8.232399983,6.857440661,6.723967857,4.679209038,7.707536303,4.566059229,7.01229563,3.634731609,5.232903088,4.841856584,4.405728598,6.093972542,4.786214417,6.09697636,3.089730034,4.571002523,6.093216131,Normal
GSM388081.CEL.gz,4.852803183,3.1296332,6.714492527,6.811120515,7.55164132,10.91625339,6.448345511,8.633377661,6.207069919,7.898668988,5.960012788,5.777482735,6.804602664,6.846531755,5.81622835,3.988055931,6.250949683,5.998170753,6.335629562,8.408402706,6.494609817,7.204602902,8.414869375,8.23697205,6.815437633,7.122696531,4.597389918,7.799976804,4.542201053,7.558789034,3.596112771,5.320002,4.936091316,3.841021362,6.0567877,4.839720862,5.803385431,3.616793667,4.573847399,6.455501674,Normal
GSM388082.CEL.gz,4.566093894,3.211559835,6.848580546,6.613427231,8.035845928,10.66228901,6.554469446,8.344857313,6.163887247,8.449087435,6.451299578,5.894258888,6.895988237,7.103704437,4.874746248,3.708509184,5.775668778,6.050726814,6.182151641,6.430733763,6.604015187,6.401081743,7.726522824,6.30440422,7.105755618,6.87134113,4.482796242,8.047392813,4.335272456,7.134106216,3.741710171,5.621883923,4.402035625,4.237440367,5.992201813,4.602395425,5.181248956,3.383491282,4.710604228,5.855449308,Normal
GSM388083.CEL.gz,4.589198063,3.381144313,7.011007094,7.019117162,7.857332101,11.5014662,6.237737772,10.31193965,5.150393451,4.255846102,5.210573855,6.875203824,8.117723688,7.269898797,6.399231818,4.188984341,5.917604198,6.688380279,6.800348017,6.287464369,7.616510139,6.390047867,4.054873803,5.669989369,9.954042318,5.711082106,6.685824682,8.065873631,11.31965366,9.808503722,3.989999774,5.216944713,4.113797133,4.727600931,6.986086547,3.97929578,5.191560417,4.8352332,4.187710084,5.551623302,Normal
GSM388084.CEL.gz,4.659039102,3.27562233,7.030128551,6.830838839,6.876943529,10.97449089,6.399997101,9.133694433,5.339361517,8.684112169,6.235819726,5.689938253,6.675806694,6.835799824,4.388699703,3.934697633,5.766029383,5.935100209,5.806418431,5.971739165,6.973780352,7.397300166,7.087131544,5.202808823,8.470103149,6.583047561,5.501477922,7.991528255,4.053118891,8.67861564,3.778177404,5.301317988,4.454344653,3.727062377,5.528545863,4.500114666,4.96101765,3.51966845,4.859684415,6.099492918,Normal
GSM388085.CEL.gz,6.065050833,3.76882833,8.226586065,7.73784579,9.456097905,12.92270089,9.258060211,13.73785981,8.614112532,7.225480641,7.596384955,10.91412485,9.087423626,8.775848242,9.309831027,7.512063914,6.288321782,8.372633123,7.210416266,10.21929264,9.971688041,8.704074038,7.700796116,10.51920367,13.01633841,8.86173774,10.36163185,7.295691369,9.137310202,13.07271859,9.350136908,6.68228487,5.420340267,6.250052698,8.345795473,5.266860838,7.996450973,8.328544768,5.342557717,10.08671484,Normal
GSM388086.CEL.gz,4.667303706,3.36605929,6.775410694,8.311583205,7.850132487,11.99535293,6.126422549,11.42698359,5.134047286,7.445995303,5.060038145,8.891345709,7.841041068,7.346492361,7.245460561,3.994795315,6.03903134,6.493239719,6.241850048,10.49633023,8.13834943,8.425466204,11.05803629,8.562653399,12.03124901,5.93994689,8.401282342,8.448298414,4.581332377,12.09873898,3.803321822,5.441255535,4.77868261,5.711576957,6.757895505,6.933459095,6.252749868,7.039703499,4.930820417,8.672519425,Normal
GSM388087.CEL.gz,4.753678293,3.499692116,7.014807731,8.784132727,8.383289346,13.07740642,6.880531602,9.412575285,5.689405897,8.991567896,5.656557066,5.203031913,7.242283542,8.733037988,7.509065922,3.797370295,5.883646267,7.038197818,7.899500635,10.54137904,7.793943529,9.856768646,13.03844723,9.964107762,9.039576896,6.381468789,6.860786725,6.164434327,5.385243309,9.15835983,4.229848632,5.233510972,5.965014808,5.084067988,7.192553985,8.483999763,6.400141645,5.108923789,5.349570122,11.25728927,Normal
GSM388088.CEL.gz,4.202951999,2.936589698,6.82800728,8.89321707,8.050210333,12.43833691,6.297514572,10.3000569,5.584143821,9.190072949,5.329350223,6.169624457,7.351747747,8.287821483,7.175544156,4.272027309,6.038447479,6.399793589,7.366472395,11.05961117,7.200908989,9.072557875,12.39062834,9.81881428,9.816385985,6.350819561,7.333689688,6.580159527,4.176204423,9.800414442,3.556792313,4.758368637,6.771744364,4.847741529,6.296156902,7.940001811,5.979759324,4.929471726,5.65658904,10.38562497,Normal
GSM388089.CEL.gz,4.537412221,4.245121778,7.185293245,9.261471865,9.190696785,12.30429395,7.882113323,10.77800901,6.174055219,9.701074997,5.285786094,5.741735257,7.902817983,7.907803948,13.72633446,4.464478125,6.776602172,5.875455622,8.488080174,12.99577883,7.561104789,10.63273239,13.65138103,7.09461734,8.61280437,6.585345096,5.572976197,6.079575915,3.600542203,8.714653524,3.867476135,4.456940156,4.656035289,5.397947632,6.058871414,6.744145293,6.21063093,3.619527819,8.069751147,10.13464225,Normal
GSM388090.CEL.gz,5.057657384,3.10039316,6.247860072,6.082839083,8.778051619,11.62117013,6.315595305,10.10784512,5.486950108,8.023119849,5.502854654,7.861874991,7.579916552,7.470273183,6.8410696,3.726199482,5.644213461,6.595884474,6.324430319,5.399908525,7.162874023,5.91593784,7.44207474,4.763715439,9.910040278,6.604136061,6.883069593,8.571809803,3.862098229,9.731446178,3.955785841,5.822384271,4.140809308,4.460157725,7.52226177,4.578570654,5.17932718,3.846869976,4.326115422,5.469723229,Normal
GSM388091.CEL.gz,5.322207389,3.512410688,7.514055007,6.144148084,9.545551735,12.42340112,6.200598155,13.39747775,6.086570554,7.284499831,4.90717048,10.45616994,9.506405327,7.903048168,8.172389921,3.604880621,4.891528011,8.778821402,5.911843485,6.684026161,9.923815242,7.156626834,6.275040543,8.936994512,11.41666693,6.676277904,9.330484174,7.490718714,6.541539932,11.43277505,7.284169846,5.685938496,4.88223627,6.439951101,6.885810246,4.687686164,8.28720082,5.633758917,4.328762815,6.778802587,Normal
GSM388092.CEL.gz,4.177556849,3.300922358,6.79551777,7.400446459,8.389422937,11.60246964,5.893578818,10.42445246,5.937328047,8.898765199,5.959326922,6.838569238,7.313647563,7.08624337,5.078047676,4.164412732,6.059942264,5.598705065,6.723022659,6.948122249,6.940651943,7.137603987,9.034485218,8.395272971,8.947186761,6.71883439,5.128885783,7.610873609,4.103755413,9.053179717,3.912040163,5.771120669,4.493723412,5.403488725,6.154368286,4.676513487,5.991433967,4.082304587,4.543097362,5.439472651,Normal
GSM388093.CEL.gz,5.091263593,2.944775026,6.588910511,7.027229363,8.639961134,11.32916759,6.566037293,10.84376924,5.54548699,8.732833313,5.775027417,7.597516563,7.732542427,7.217068027,5.204345537,4.06722317,5.537778487,6.905926348,6.160762307,6.989892786,7.768784906,6.966929481,7.362460142,6.661294712,9.505533139,6.986363588,6.042567303,7.291738941,4.003619928,9.442437784,6.987577086,5.809467096,4.413512809,4.147917702,5.967443971,5.004257982,5.726215473,5.421157319,4.381721154,6.150635022,Normal
GSM388094.CEL.gz,5.346463815,3.353275782,6.719250795,6.683043203,7.88107205,11.40913779,6.220750791,9.14615809,6.145461832,8.109719781,6.230920804,5.512263985,6.991482844,7.275652997,5.525872583,4.755517191,5.736843694,5.993479938,5.975673208,6.406358544,6.762167133,6.795474909,7.064248236,6.958345973,7.220760593,6.804463812,4.562464656,8.20846367,4.078555427,7.31908466,4.294038395,6.132412956,4.301164374,4.746825848,6.628642875,4.453476712,6.219078416,4.247718187,4.796568074,5.668684871,Normal
GSM388095.CEL.gz,5.332684868,2.976471488,6.706031405,7.400239827,7.461845872,11.3334102,6.506492173,10.43657978,5.752183312,8.931105776,6.054669825,7.155022155,7.37079322,7.242092872,8.186984116,4.138823699,6.270524625,5.948099269,6.112779591,8.843905217,6.497069613,7.205383795,8.964742779,6.191878651,8.456146021,6.992980305,5.360180127,8.236846393,3.245706217,8.737002155,4.334987171,5.612700082,5.30736091,4.591618881,6.845116847,4.801491401,4.949962605,3.656602117,4.959414404,6.417474181,Normal
GSM388096.CEL.gz,5.212438606,4.016525353,6.668932519,7.880807039,9.28597471,12.37206047,7.19489216,13.35451166,6.729648834,8.393386158,6.837717358,10.66056485,8.817114921,8.277178473,8.315563207,4.740755694,5.65369764,7.863590188,7.585441535,9.072820818,9.425808191,8.036597467,9.237266456,11.43092314,11.64799793,8.455204577,9.3938345,6.575073419,5.544720115,11.70367243,9.791325397,6.084615632,5.042344648,6.231698255,7.210306986,4.954756274,6.733966396,6.742070537,4.964858884,7.638809622,Normal
GSM388097.CEL.gz,5.059158225,3.173584121,7.355549259,7.704560916,8.890468677,12.7837805,5.891713803,14.09503859,5.128126134,6.099591636,5.194497996,11.26148222,10.00498774,7.688762502,7.33561657,5.358349853,5.463722955,10.32696012,6.581662552,6.113393061,10.71261732,6.126095035,5.277644867,5.887669051,12.01628956,5.891176652,9.22000405,6.783489214,6.870073166,12.09439743,4.197836675,5.401738512,6.167819008,6.312794349,8.466447428,4.074428603,8.891560971,7.656547009,5.134581908,5.713431275,Normal
GSM388098.CEL.gz,4.492814509,3.153074554,6.850263835,6.405099845,8.513506584,10.84825105,6.298006931,9.161577445,5.878624278,8.929374128,5.939096224,5.772924769,7.055912571,6.910878604,4.382187787,3.958946751,5.525213033,5.32476571,6.151000031,6.623030648,6.914510886,6.429147615,8.431473466,5.839668753,7.113810951,6.612836242,4.929783642,8.084401505,4.138502679,7.358122665,3.539598867,5.632065159,3.752141674,3.888898811,6.615912099,4.935983353,5.604129828,3.630241717,4.408618982,5.556385789,Normal
GSM388099.CEL.gz,5.400349354,3.235383979,6.454063488,7.461051539,9.392060603,11.78321768,6.752685624,12.77810612,5.499661289,9.811795004,5.982973068,10.15137996,8.398954307,7.606981618,4.064305814,4.20845612,5.419652381,5.740180133,6.941869613,7.692431984,8.229508547,7.026910332,8.442187096,7.75255451,11.11638015,6.790523758,8.156897847,6.660777204,4.491086982,11.05009784,8.564390243,6.018331543,4.715162571,4.413298712,6.797798537,4.922447213,6.124206414,5.932795406,4.594858671,6.221682867,Normal
GSM388100.CEL.gz,4.880873185,3.366885762,6.563558615,6.800527358,8.576273621,11.27460192,6.852580741,9.569231518,6.00808077,8.191311904,6.684878932,6.435108301,7.265747992,7.063757327,5.279985538,3.802971669,5.279042143,6.035106626,6.073721322,6.891745506,7.021676441,6.532683153,7.997096046,7.875842498,8.101895248,6.576327663,5.052195755,7.559284247,4.557966069,8.102469989,4.017390518,5.731980376,3.952101873,4.521460544,6.586372968,4.568684296,6.489654826,3.6349676,4.576449731,5.673845073,Normal
GSM388101.CEL.gz,5.069619432,3.474363659,6.904506561,7.000242276,7.901336153,11.23109415,6.281331278,9.011514915,6.106930248,8.314997587,6.081632229,6.09171998,7.277756445,7.387283473,5.786584272,4.335809849,6.226686428,6.023601484,6.533898675,7.142338489,6.862130613,7.033157312,7.63013477,7.460128272,7.775065176,7.08735173,5.12272296,8.033908315,4.617357097,7.995153044,3.970999824,5.621156835,4.35195311,3.726898458,6.646792868,4.349942218,5.63486073,3.518963038,4.78027375,6.103515717,Normal
GSM388102.CEL.gz,5.287325371,2.993548293,6.641823097,6.684626645,9.182227716,11.16297233,6.301491308,9.927489765,5.511199756,9.669943461,5.877703121,7.510630397,7.784105279,7.698186908,4.589011823,4.171657494,5.440264455,5.988690555,6.276935617,6.367017095,6.953680866,6.20697764,8.496512917,7.402392296,8.559007084,6.371663665,5.591063918,8.246110507,4.218055602,8.704240195,3.625629452,6.016839061,4.057416771,4.709787855,6.865961296,4.974443041,6.178843299,3.576570963,4.197791478,5.694692424,Normal
GSM388103.CEL.gz,5.305076072,3.006381968,6.823798335,6.268867388,8.570515373,11.44644496,6.51674193,9.462295047,5.694818456,8.866984612,6.085984026,6.698383123,7.571529813,7.384120461,4.290169596,3.753784867,5.441382923,6.487223537,6.23507522,6.93116912,7.048558795,7.119352233,7.263939139,6.148939272,8.173603285,6.494743798,5.60638825,8.055912158,4.030212937,8.207140412,3.615553301,5.986312019,4.294325098,4.909902789,6.424860649,4.953959933,5.385667689,3.530776666,4.288206552,6.069816344,Normal
GSM388104.CEL.gz,5.355927284,3.283826191,6.931116704,6.3879218,8.158774799,11.68728316,6.873051378,12.12385421,5.640822542,4.835773592,5.269764966,9.190763916,8.051029589,7.625600319,7.471900484,3.970023932,5.573896655,6.295157368,5.793369315,7.265462488,8.903123224,6.46380897,6.547540863,6.972500835,10.98648791,6.02385927,8.503956616,7.839869475,10.804233,10.98812612,5.534070914,5.625551902,4.549457177,5.536630516,7.342204541,3.697042102,6.274740865,5.431391886,4.464790216,5.886455446,Normal
GSM388105.CEL.gz,7.182232,3.657113675,6.677425356,7.486629741,10.69861289,12.57746616,8.817960149,13.67635174,5.090956555,9.965010268,5.445087574,11.60757537,9.130344857,8.368011316,5.518465524,3.542360187,5.550438522,6.51835189,7.633323686,8.696866059,10.00981097,6.908209889,6.839899684,8.163872123,13.39002691,8.914340082,11.3754477,6.47880764,6.733270888,13.42926542,10.20262571,7.56746287,4.246476016,6.245783158,8.439812219,5.4612897,7.685623064,8.196330347,4.600891817,6.347657282,Normal
GSM388106.CEL.gz,4.239677523,3.342861427,6.432232101,8.799650172,8.396153012,12.07419968,5.653451799,9.583557991,5.280771855,8.408566177,5.483425779,5.163082854,7.254641808,7.621077452,6.783411962,4.511536179,5.50699765,6.623050644,7.423743752,11.13206022,7.115513248,8.247147875,11.37908085,9.135671949,8.850901792,6.575957019,6.463804317,6.444405097,3.81782739,9.023591889,3.606379575,4.670687914,4.735248768,4.768447122,6.031169718,7.883142094,5.517389042,3.900817915,5.211654743,9.534562466,Normal
GSM388107.CEL.gz,4.148852225,3.105448742,6.724142914,8.770861874,8.491426775,12.13252447,6.003366312,10.21261813,5.735707001,8.34888947,5.411579153,6.156053839,7.249599686,7.921191002,7.133587083,4.089049226,5.479412843,6.452314466,6.806967967,11.87008004,7.359242259,8.51098794,11.80333863,9.947210715,9.386148128,6.628302022,7.359777174,6.511779107,3.980634833,9.417631935,3.544314284,4.629992976,4.876287252,5.249918805,5.907536767,8.009424413,5.805852453,4.042196566,5.285944392,9.531304031,Normal
GSM388108.CEL.gz,4.998609475,3.3888927,6.856037899,7.114272298,8.030220871,11.11258173,6.588347025,9.684694357,5.899343668,7.923892764,6.627882122,6.548697987,7.599285423,7.674852306,5.83335336,3.890527153,5.777733967,6.237463913,6.127932322,7.372319113,7.129031589,6.384710427,8.992704043,6.055807697,8.201233929,6.642085337,5.518701155,8.090476331,4.682735504,8.452501132,4.067966895,5.627218822,4.340971368,5.072076586,6.365602065,4.903582998,5.846292735,3.689506508,5.219439851,5.861853542,Normal
GSM388109.CEL.gz,5.185945603,3.249851149,6.639478906,7.23741832,8.224795952,11.2043074,6.817975872,9.314960112,6.014983023,7.999206062,6.620228501,6.631191846,7.685422443,7.918903008,7.897756668,4.458141737,5.985343822,6.567511256,6.421514771,8.762659351,7.045498368,7.252228407,8.878364449,7.253016162,7.746988979,6.947806879,5.2456205,7.441897343,4.847550878,8.35360761,3.873552642,5.953835681,4.57548029,4.521583665,6.67483038,4.723500403,5.543970633,3.708044937,5.0111874,6.45936288,Normal
GSM388110.CEL.gz,4.9185482,3.05275644,6.991854548,6.119876354,7.893390187,10.92712412,6.353488577,9.040840819,6.14451714,8.64837501,6.163652499,5.700694406,7.077946168,6.555028995,5.158983588,3.994867126,6.214503606,5.938119455,5.486410694,6.532230881,6.914300708,6.040462693,7.598673189,4.589648264,7.408055199,6.654661117,4.307872495,8.289848122,5.122939903,7.971384927,3.825854232,5.602628359,4.307914776,4.177816789,6.099380161,4.654069452,5.676236275,3.397361218,4.831241108,5.769305763,Normal
GSM388111.CEL.gz,4.230177999,3.861066957,7.240052412,8.188421471,4.924200128,9.23126906,6.506915221,9.198939826,5.567872653,5.997673969,6.168184564,7.388763002,6.928823735,6.17124891,6.654913564,4.867420703,5.990098989,6.655695896,6.601967342,7.887047774,7.133683009,7.324109219,5.949096425,6.609963494,8.52411027,7.950031819,5.969527551,9.679386086,4.927726408,8.671827038,4.521653068,3.863749781,5.004562612,4.05535104,5.151987196,5.012183157,5.462099569,4.760890872,5.616048886,7.4552651,Normal
GSM388112.CEL.gz,5.091263593,3.205887688,6.447515351,7.014461607,7.651217633,11.03320341,6.316325483,9.213288774,5.637123066,8.196321448,6.195613225,6.681053977,6.99834173,7.244056749,5.756107305,3.320480944,5.691173282,6.159781824,5.518882545,6.8787357,7.553171332,6.954116582,7.841696025,5.994067825,7.598005076,6.766221435,5.294059699,7.734364709,4.981206179,7.754706937,4.221854358,6.040380452,4.608973979,3.73313174,6.464215091,4.891454787,5.476850817,3.299964803,4.768143036,5.679893607,Normal
GSM388113.CEL.gz,4.72112451,3.364306869,6.756256006,7.150973275,8.097819031,11.62075131,7.294372689,10.37884021,6.426286493,8.234777123,6.17287341,8.029504605,7.63583515,7.476109511,9.443016761,4.310676234,6.141980106,6.468339722,6.927813953,9.550535916,7.230765679,7.831023442,9.948869672,8.582823829,9.470412205,6.829170129,6.424476784,7.630659439,4.775119642,9.71436317,5.095019777,6.003195426,4.653446924,4.953590971,6.338519203,4.835240591,5.32449669,4.52638087,5.122289589,6.589159777,Normal
GSM388114.CEL.gz,4.979399497,3.389545889,6.753862091,6.555340509,7.770215183,11.25597758,6.665568193,9.893551851,5.023320023,4.129615546,4.927485249,6.989066815,7.727038258,7.517220693,5.192052587,3.877875885,5.544884788,6.313141465,5.593853572,5.827647367,7.860449725,6.318600703,3.719382539,4.083354057,8.738431967,5.984145353,6.398847874,8.219965089,11.38521492,8.68393247,3.493612936,5.717706711,4.335115726,5.253835033,7.18320055,4.201997847,5.530404865,3.665284661,4.149704473,5.281906468,Normal
GSM388115.CEL.gz,6.516963199,4.093023276,9.314087274,9.968114701,9.702484342,13.15656099,12.53123403,13.70141322,9.714631654,7.716041989,11.02312675,11.24325518,9.699237781,9.597448917,9.45031846,7.123790427,5.362544641,7.435385773,7.548794492,9.4019291,10.12160915,8.107748392,7.175739095,6.390432847,13.20470036,10.08672966,10.95797981,6.666696776,8.554109842,13.28975125,9.45140462,7.353385366,5.979138957,6.421906512,7.719925519,6.339767677,8.095628829,7.689509879,5.631511146,12.11746222,Tumor
GSM388116.CEL.gz,7.321847273,4.396153522,9.232280166,9.903495051,9.556672571,13.04615955,12.39174839,13.84250391,9.458978709,7.82702282,11.11160175,11.36505007,9.856379164,9.682853323,9.241078222,7.634213264,5.159640493,7.282713362,8.043541702,9.525344336,10.31084908,8.278802109,7.389327824,6.751532544,13.23948626,10.10988756,11.08570198,6.96382503,8.884515967,13.32962091,9.393266084,7.551570781,5.734999316,6.825384791,7.824203762,7.285812702,8.206613214,7.920950641,6.068965938,12.11976212,Tumor
GSM388117.CEL.gz,7.230637912,4.731356388,8.70515616,9.425847059,10.73254183,13.27282012,9.984461871,13.82696867,7.277375337,10.17845389,6.721000443,11.90056217,9.695884464,9.223915868,12.58401517,5.393227876,9.318089392,7.796653171,9.219387723,12.56630054,10.25548021,10.99277421,12.46323486,12.91381602,13.37332468,9.582213227,11.7442751,5.7197279,9.162644578,13.47675918,11.22738039,7.622798317,7.425203254,8.540319677,9.472317399,7.59953615,7.726570912,7.761568039,7.496297759,9.740802081,Tumor
GSM388118.CEL.gz,7.463012582,5.202768168,8.515502401,9.226699909,10.14573855,13.14726132,10.12420676,13.88700837,7.296202444,10.10311962,6.776321664,12.04542984,9.656076262,9.194344293,12.61342834,5.406933731,9.254187375,7.878000212,8.9628346,12.53528997,10.03362922,11.05774778,12.22339796,12.93357501,13.40304761,9.313943979,11.86656995,5.677601938,9.264109651,13.42823239,11.19957726,7.648066192,7.021786324,8.251384973,9.548134085,7.360855019,7.844401094,7.793886779,7.455094919,9.408805695,Tumor
GSM388119.CEL.gz,7.402445297,5.3750394,10.36350355,9.479496894,10.83360334,13.43064997,10.28025983,13.56547236,9.380735717,10.42037138,7.977108488,11.37041479,9.010289364,9.55410722,11.36463924,9.137982938,7.323723571,8.006655154,9.360417336,11.42351492,9.932041393,9.517409992,11.31994457,12.73267415,13.08447044,10.68268536,11.14424016,5.619601556,8.452918301,13.15575907,10.71090654,8.07214943,6.601407883,8.820254818,8.197916668,6.989108899,7.759748315,7.359604377,6.465888472,10.95397022,Tumor
GSM388120.CEL.gz,7.48801204,5.138258942,10.27706992,9.543599332,10.09762118,13.25961985,10.473922,13.6025974,9.244127604,10.21583762,8.065937248,11.61181979,9.03816916,9.621883828,11.46888857,9.062988747,7.080953371,8.153639314,9.016661574,11.42834795,9.769873817,9.482495199,11.25987785,12.83014489,13.15091379,10.56340024,11.14606308,5.772142108,8.43973505,13.27617935,10.38972916,8.168729017,6.656607526,8.66926317,8.612837062,7.627520445,7.777309191,7.477000136,6.219344383,10.66391655,Tumor
GSM388121.CEL.gz,7.049626328,6.276687373,10.60429093,10.08009511,10.35825977,13.44856117,10.18542488,13.80905707,9.293236919,8.853554777,8.066452866,12.22870634,9.802748719,10.30934971,13.27626208,7.893975779,6.920113749,7.813330354,8.719338066,11.42724511,9.961130844,11.90084851,13.03717207,12.85888849,13.59160235,9.586852963,11.69357574,6.224158925,8.217567455,13.69493475,11.37550485,7.683077097,8.079835353,7.230010747,9.583256114,6.094279736,7.147170306,8.158565747,7.231161623,10.79812123,Tumor
GSM388122.CEL.gz,5.449080325,3.591408243,6.966865094,6.990807473,8.942207836,12.70434449,7.357791633,14.09503859,6.414760953,7.135952691,6.039677081,10.9848651,9.060467487,7.637333763,6.172071083,6.47963691,6.07873145,8.779063049,6.555117274,7.691017108,9.73691344,6.876271878,7.923226713,10.11609824,12.56981329,9.238807302,10.47982797,6.7583578,5.998055014,12.57099574,7.72891847,6.059677796,6.182507808,6.53519468,7.680825337,4.435576049,7.700026632,8.755665658,4.725652794,8.317622249,Tumor
GSM388123.CEL.gz,5.216704656,3.24643041,6.810180156,6.50075704,8.84911644,12.35830314,7.146163275,13.11567808,5.719828521,8.596134477,5.629398525,10.60267654,8.616267232,7.61642405,7.796561675,5.04551153,6.131355029,7.302093126,5.94422714,6.789543701,9.189474673,6.514889873,6.161765803,5.045212883,12.91473622,7.132071162,9.94037262,7.440031288,6.696028975,12.91846573,5.058069186,5.600063832,5.087935479,6.134978042,7.756245699,4.570233712,7.844314488,8.167793802,4.580789917,6.071354679,Tumor
GSM388124.CEL.gz,5.910594558,3.773714204,8.00255093,7.671818353,9.138153742,12.49937257,8.436811406,12.13741001,8.65414039,7.610173369,6.516882166,8.859478423,8.286166301,8.828776469,10.22332533,7.204212708,6.411580461,6.76784946,7.443499224,10.80414292,8.705284838,8.850971477,8.87672442,11.05046528,11.66008072,8.10503787,8.991228193,7.425769694,11.72830331,11.70186253,7.821606664,6.474862206,5.320694057,5.837419845,8.217607545,5.357211409,6.184710444,6.050740782,4.954186105,9.770313904,Tumor
GSM388125.CEL.gz,6.417894644,3.553087747,6.883528244,8.128689291,9.927447191,12.80101494,9.003353792,13.54954871,7.641223205,8.227196817,6.963354739,10.69553479,9.100359216,9.284562269,10.33194274,8.018273576,7.156403976,6.85886216,8.199134857,10.67173974,9.651083152,9.085217923,11.2921472,9.126222412,12.63221998,7.966983015,10.09943019,7.468989943,9.829502103,12.6699184,8.075872738,7.137200968,5.009115827,7.298388554,8.287871,5.640012718,7.029919291,8.193625418,5.343285766,9.476513808,Tumor
GSM388126.CEL.gz,6.524685341,4.078947434,9.567868223,8.971164774,10.21305217,13.33074794,10.76689026,13.37643437,8.750418279,9.668354667,9.188261296,10.26256922,8.958889691,9.879664357,11.59550878,7.881065302,6.342622963,8.248308201,8.781184974,11.43138738,9.550816906,10.11725412,12.68661506,9.844627443,13.04144666,9.722255869,11.12011609,6.10582236,8.219886028,13.20235311,9.014130602,7.437269827,6.197629057,6.656970559,8.558339436,7.838627195,8.320660232,7.071041627,8.015942091,10.95974605,Tumor
GSM388127.CEL.gz,6.013690183,3.579797925,6.636857436,7.41419685,10.32082685,12.65681802,8.856670019,13.39636094,5.790995886,9.738998227,5.604607095,11.25901934,9.423494522,8.826514462,5.100213021,4.421148497,6.128999194,8.145853258,7.570147937,8.454451574,9.662075505,7.697450286,7.289393057,10.38032998,12.75772628,9.159855983,11.21197903,6.231352609,4.804373547,12.75141528,10.73438209,6.987503629,5.259495336,5.591886158,9.358677814,5.880263704,7.559818737,7.938436598,4.425939381,7.929619808,Tumor
GSM388128.CEL.gz,5.297675948,3.573820439,6.412728544,7.245100094,8.893978423,12.53306736,5.991159358,13.92155672,5.918709914,6.675757463,5.871506822,10.87782992,9.106699481,6.848846538,8.746564495,6.76608713,8.828897001,7.470401744,6.047788157,8.45746496,9.65107044,6.867808875,10.09352495,9.868615131,11.74175241,6.381717066,9.55289683,6.662136874,5.982878783,11.81334126,6.931764489,6.299000187,5.089595088,5.665998439,7.394367397,4.527636438,7.633211321,6.861264279,4.739889377,7.245825847,Tumor
